1001,4.5142
1002,4.4978
1003,4.4767
1004,4.4599
1005,4.4484
1006,4.4302
1008,4.3927
1009,4.3708
1010,4.3497
1011,4.3274
1012,4.305
1013,4.2771
1014,4.2565
1015,4.2344
1016,4.2194
1017,4.1873
1018,4.1643
1019,4.1431
1020,4.1136
1021,4.0916
1023,4.0364
1024,4.0014
1025,3.9731
1026,3.9442
1027,3.9203
1028,3.8884
1029,3.8625
1030,3.8432
1031,3.8242
1032,3.8023
1033,3.7777
1034,3.7507
1035,3.7277
1036,3.7062
1037,3.6809
1038,3.6592
1039,3.6406
1040,3.6245
1041,3.6104
1042,3.5993
1043,3.5952
1044,3.5819
1045,3.5829
1046,3.5786
1047,3.5817
1048,3.5906
1049,3.596
1050,3.6093
1051,3.6152
1052,3.6205
1053,3.6246
1054,3.628
1055,3.6371
1056,3.6356
1057,3.6441
1058,3.6463
1059,3.6549
1060,3.6567
1061,3.6613
1062,3.6693
3064,3.4185
3065,3.4122
3066,3.4118
3067,3.4283
3068,3.447
3069,3.4659
3070,3.495
3071,3.5214
3072,3.5444
3073,3.5748
3074,3.5998
3075,3.6253
5001,4.2942
5002,4.2686
5003,4.2374
5004,4.2005
5005,4.1678
5006,4.1391
5007,4.1111
5008,4.0748
5009,4.0436
5010,4.0172
5011,3.9942
5012,3.9722
5013,3.9505
5014,3.9288
5015,3.9075
5016,3.8768
5017,3.8403
5018,3.8111
5019,3.7872
5020,3.7605
5021,3.7345
5022,3.7065
5023,3.6804
5024,3.6552
5025,3.6285
5026,3.601
5027,3.5757
5028,3.5507
5029,3.5285
5030,3.5047
5031,3.4836
5032,3.4581
5033,3.4368
5034,3.4142
5035,3.3958
5036,3.3813
5037,3.3626
5038,3.3561
5039,3.3427
5040,3.3294
5041,3.3191
5042,3.314
5043,3.3042
5044,3.3001
5045,3.284
5046,3.2692
5047,3.2489
5048,3.23
5049,3.2122
5050,3.193
5051,3.1732
5052,3.1539
5053,3.1406
5054,3.1355
5055,3.1326
5056,3.1264
5057,3.1303
5058,3.1277
5059,3.1243
5060,3.1256
5061,3.123
5062,3.1301
5063,3.1369
5064,3.144
5065,3.1572
5066,3.1706
5067,3.1859
5068,3.2006
5069,3.2246
5070,3.2504
5071,3.2713
5072,3.2966
5073,3.3275
5074,3.351
5075,3.3762
5076,3.4068
5077,3.4289
5078,3.434
5079,3.46
7001,4.1641
7002,4.1356
7003,4.1069
7004,4.0751
7005,4.0402
7006,4.0059
7007,3.971
7008,3.9337
7009,3.8977
7010,3.8616
7011,3.8381
7012,3.814
7013,3.7862
7014,3.7574
7015,3.7371
7016,3.7174
7017,3.6932
7018,3.669
7019,3.6369
7020,3.6008
7021,3.5702
7022,3.5411
7023,3.5155
7024,3.4948
7025,3.4728
7026,3.4582
7027,3.4403
7028,3.4232
7029,3.3979
7030,3.3737
7031,3.3491
7032,3.3229
7033,3.2965
7034,3.269
7035,3.2462
7036,3.2253
7037,3.2024
7038,3.1875
7039,3.1694
7040,3.149
7041,3.1278
7042,3.1013
7043,3.0741
7044,3.0558
7045,3.0455
7046,3.0351
7047,3.0185
7048,3.0015
7049,2.9898
7050,2.9778
7051,2.9563
7052,2.9459
7053,2.936
7054,2.9191
7055,2.9169
7056,2.9219
7057,2.9193
7058,2.9176
7059,2.9207
7060,2.92
7061,2.9224
7062,2.925
7063,2.9209
7064,2.9241
7065,2.9295
7066,2.9444
7067,2.9643
7068,2.9859
