1001,3.9492
1002,3.9386
1003,3.9363
1004,3.929
1005,3.923
1006,3.9114
1007,3.9073
1008,3.9059
1009,3.9018
1010,3.9021
1011,3.8956
1012,3.8948
1013,3.8907
1014,3.8872
1015,3.8821
1016,3.879
1017,3.8759
1018,3.8711
1019,3.8652
1020,3.8615
1021,3.8613
1022,3.8607
1023,3.854
1024,3.8459
1025,3.8425
1026,3.8366
1027,3.8268
1028,3.8203
1029,3.8122
1030,3.8028
1031,3.7972
1032,3.7905
1033,3.7808
1034,3.772
1035,3.7636
1036,3.7641
1037,3.7594
1038,3.7595
1039,3.7614
1040,3.7626
1041,3.7655
1042,3.7671
1043,3.772
1044,3.7796
1045,3.785
1046,3.7905
1047,3.8011
1048,3.8175
1049,3.8384
1050,3.8581
1051,3.8869
1052,3.9128
1053,3.9353
1054,3.9672
1055,3.9878
1056,4.0132
1057,4.0419
1058,4.064
1059,4.0808
1060,4.1165
1061,4.1277
1062,4.1493
1063,4.1747
1064,4.1984
1065,4.2231
1066,4.2452
1067,4.2661
1068,4.2934
1069,4.3159
1070,4.3399
1071,4.3716
1072,4.4025
1073,4.4298
1074,4.4599
1075,4.4978
1076,4.5326
1077,4.5655
1078,4.5921
1079,4.6227
1080,4.6514
1081,4.6841
1082,4.7229
1083,4.7569
1084,4.7945
1085,4.8249
1086,4.8527
1087,4.8862
1088,4.9213
1089,4.9513
1090,4.9831
1091,5.0178
1092,5.0564
1093,5.0864
1094,5.113
1095,5.1455
1096,5.1776
1097,5.21
1098,5.2402
1099,5.2754
1100,5.3068
1101,5.3366
3064,4.0602
3065,4.074
3066,4.1001
3067,4.1175
3068,4.1446
3069,4.1757
3070,4.2123
3071,4.2501
3072,4.2873
3073,4.3241
3074,4.3568
3075,4.3861
3076,4.413
3077,4.4411
3078,4.4719
3079,4.5008
3080,4.5345
3081,4.5654
3082,4.597
3083,4.6381
3084,4.6803
3085,4.7146
3086,4.7321
3087,4.7699
3088,4.794
3089,4.8222
3090,4.862
3091,4.899
3092,4.9367
3093,4.9749
3094,5.0146
3095,5.0524
3096,5.0751
3097,5.1088
3098,5.151
3099,5.1839
3100,5.2213
3101,5.2523
3102,5.2804
5001,3.6377
5002,3.6191
5003,3.5979
5004,3.5815
5005,3.5636
5006,3.5493
5007,3.5327
5008,3.5144
5009,3.4969
5010,3.4864
5011,3.4796
5012,3.4703
5013,3.4622
5014,3.4633
5015,3.4621
5016,3.4635
5017,3.461
5018,3.4586
5019,3.4552
5020,3.4518
5021,3.444
5022,3.4385
5023,3.4311
5024,3.4328
5025,3.4323
5026,3.4279
5027,3.4204
5028,3.4185
5029,3.4181
5030,3.4194
5031,3.4197
5032,3.4226
5033,3.4246
5034,3.4304
5035,3.4317
5036,3.4355
5037,3.4515
5038,3.4618
5039,3.4716
5040,3.4846
5041,3.497
5042,3.5044
5043,3.518
5044,3.5303
5045,3.5511
5046,3.5666
5047,3.5902
5048,3.6133
5049,3.6386
5050,3.659
5051,3.6753
5052,3.6847
5053,3.6923
5054,3.7035
5055,3.7052
5056,3.7202
5057,3.7341
5058,3.7475
5059,3.7674
5060,3.7826
5061,3.7983
5062,3.8108
5063,3.827
5064,3.8534
5065,3.8805
5066,3.9132
5067,3.9418
5068,3.9702
5069,3.9936
5070,4.0154
5071,4.0455
5072,4.0763
5073,4.1149
5074,4.1495
5075,4.1813
5076,4.2157
5077,4.2514
5078,4.2668
5079,4.2894
5080,4.3229
5081,4.3625
5082,4.4094
5083,4.4339
5084,4.4689
5085,4.4997
5086,4.5346
5087,4.5611
5088,4.5831
5089,4.6071
5090,4.6271
5091,4.6582
5092,4.694
5093,4.7365
5094,4.7813
5095,4.8367
7001,3.4232
7002,3.4115
7003,3.3996
7004,3.3823
7005,3.3662
7006,3.356
7007,3.3424
7008,3.3261
7009,3.3131
7010,3.2966
7011,3.2824
7012,3.2684
7013,3.2563
7014,3.2433
7015,3.2403
7016,3.243
7017,3.2419
7018,3.2482
7019,3.2506
7020,3.2436
7021,3.2289
7022,3.2193
7023,3.2204
7024,3.2167
7025,3.223
7026,3.2268
7027,3.2398
7028,3.2464
7029,3.2593
7030,3.2666
7031,3.2692
7032,3.2749
7033,3.2833
7034,3.2893
7035,3.2931
7036,3.2939
7037,3.2992
7038,3.3071
7039,3.3108
7040,3.3188
7041,3.3309
7042,3.345
7043,3.3611
7044,3.3757
7045,3.3901
7046,3.4101
7047,3.4274
7048,3.4456
7049,3.4637
7050,3.481
7051,3.4993
7052,3.5055
7053,3.5166
7054,3.5237
7055,3.5333
7056,3.5511
7057,3.5818
7058,3.6015
7059,3.6199
7060,3.6469
7061,3.6545
7062,3.6656
7063,3.6896
7064,3.7123
7065,3.75
7066,3.7695
7067,3.7899
7068,3.8167
7069,3.8446
7070,3.8733
7071,3.9078
7072,3.9442
